157.0.0.0,157.0.255.255,AS,CN,Jiangsu,"Xuzhou (Pizhou Shi)",34.3388,118.014
157.50.20.96,157.50.20.255,AS,IN,"Tamil Nadu",Tiruchi,10.8155,78.6965
157.50.21.0,157.50.21.255,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.50.22.0,157.50.22.255,AS,IN,"Tamil Nadu",Melur,10.0324,78.3393
157.50.23.0,157.50.24.255,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.50.25.0,157.50.25.255,AS,IN,"Tamil Nadu",Salem,11.6538,78.1554
157.50.26.0,157.50.26.255,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.50.27.0,157.50.27.255,AS,IN,"Tamil Nadu",Irugūr,11.0178,77.0629
157.50.28.0,157.50.28.255,AS,IN,"Tamil Nadu",Melur,10.0324,78.3393
157.50.29.0,157.50.29.255,AS,IN,"Tamil Nadu",Gingee,12.2528,79.4173
157.50.30.0,157.50.30.255,AS,IN,"Tamil Nadu","George Town",13.0926,80.2801
157.50.31.0,157.50.31.255,AS,IN,"Tamil Nadu",Vengavasal,12.8991,80.169
157.50.32.0,157.50.33.255,AS,IN,"Tamil Nadu",Erode,11.3428,77.7274
157.50.34.0,157.50.35.63,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.50.35.64,157.50.35.255,AS,IN,"Tamil Nadu",Kangayam,11.006,77.5609
157.50.36.0,157.50.36.255,AS,IN,"Tamil Nadu",Erode,11.3428,77.7274
157.50.37.0,157.50.37.255,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.50.38.0,157.50.38.127,AS,IN,"Tamil Nadu",Vriddhāchalam,11.5183,79.3241
157.50.38.128,157.50.39.255,AS,IN,"Tamil Nadu",Melur,10.0324,78.3393
157.50.40.0,157.50.41.111,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.50.41.112,157.50.41.239,AS,IN,"Tamil Nadu",Bhavāni,11.4455,77.6822
157.50.41.240,157.50.42.255,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.50.43.0,157.50.43.255,AS,IN,"Tamil Nadu",Injambakkam,12.9162,80.2488
157.50.44.0,157.50.44.191,AS,IN,"Tamil Nadu",Hosūr,12.7365,77.8326
157.50.44.192,157.50.45.255,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.50.46.0,157.50.46.47,AS,IN,"Tamil Nadu",Melur,10.0324,78.3393
157.50.46.48,157.50.48.255,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.50.49.0,157.50.49.191,AS,IN,"Tamil Nadu",Chinnasekkadu,13.1609,80.2573
157.50.49.192,157.50.51.31,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.50.51.32,157.50.51.111,AS,IN,"Tamil Nadu",Erode,11.3428,77.7274
157.50.51.112,157.50.53.127,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.50.53.128,157.50.53.255,AS,IN,"Tamil Nadu",Ramanathapuram,9.37158,78.8308
157.50.54.0,157.50.54.255,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.50.55.0,157.50.55.255,AS,IN,"Tamil Nadu",Avadi,13.1147,80.1098
157.50.56.0,157.50.56.255,AS,IN,"Tamil Nadu",Chetput,13.07,80.2408
157.50.57.0,157.50.59.15,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.50.59.16,157.50.59.255,AS,IN,"Tamil Nadu",Bhavāni,11.4455,77.6822
157.50.60.0,157.50.60.191,AS,IN,"Tamil Nadu",Erode,11.3428,77.7274
157.50.60.192,157.50.62.63,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.50.62.64,157.50.62.255,AS,IN,"Tamil Nadu",Bhavāni,11.4455,77.6822
157.50.63.0,157.50.63.255,AS,IN,"Tamil Nadu",Attur,11.5941,78.6014
157.50.64.0,157.50.64.255,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.50.65.0,157.50.65.255,AS,IN,"Tamil Nadu",Virudunagar,9.58509,77.9579
157.50.66.0,157.50.66.255,AS,IN,"Tamil Nadu",Salem,11.6538,78.1554
157.50.67.0,157.50.67.255,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.50.68.0,157.50.68.255,AS,IN,"Tamil Nadu",Kurinjippādi,11.5503,79.5907
157.50.69.0,157.50.69.255,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.50.70.0,157.50.70.255,AS,IN,"Tamil Nadu",Virudunagar,9.58509,77.9579
157.50.71.0,157.50.71.255,AS,IN,"Tamil Nadu",Gobichettipalayam,11.455,77.4422
157.50.72.0,157.50.72.255,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.50.73.0,157.50.73.255,AS,IN,"Tamil Nadu",Coimbatore,11.0056,76.9661
157.50.74.0,157.50.74.255,AS,IN,"Tamil Nadu",Kayalpattinam,8.57143,78.1199
157.50.75.0,157.50.75.255,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.50.76.0,157.50.76.255,AS,IN,"Tamil Nadu",Chinnasekkadu,13.1609,80.2573
157.50.77.0,157.50.78.3,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.50.78.4,157.50.78.227,AS,IN,"Tamil Nadu",Erode,11.3428,77.7274
157.50.78.228,157.50.79.255,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.50.80.0,157.50.80.127,AS,IN,"Tamil Nadu",Tambaram,12.9246,80.1271
157.50.80.128,157.50.81.255,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.50.82.0,157.50.82.255,AS,IN,"Tamil Nadu",Avadi,13.1147,80.1098
157.50.83.0,157.50.83.255,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.50.84.0,157.50.84.255,AS,IN,"Tamil Nadu",Bhavāni,11.4455,77.6822
157.50.85.0,157.50.85.255,AS,IN,"Tamil Nadu",Erode,11.3428,77.7274
157.50.86.0,157.50.87.255,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.50.88.0,157.50.88.255,AS,IN,"Tamil Nadu",Porur,13.0357,80.1582
157.50.89.0,157.50.89.255,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.50.90.0,157.50.90.255,AS,IN,"Tamil Nadu",Tirunelveli,8.72742,77.6838
157.50.91.0,157.50.91.255,AS,IN,"Tamil Nadu",Tiruchi,10.8155,78.6965
157.50.92.0,157.50.92.255,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.50.93.0,157.50.93.255,AS,IN,"Tamil Nadu",Ponnamarāvati,10.2803,78.536
157.50.94.0,157.50.95.255,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.50.96.0,157.50.97.255,AS,IN,"Tamil Nadu",Melur,10.0324,78.3393
157.50.98.0,157.50.98.159,AS,IN,"Tamil Nadu",Singānallūr,10.999,77.0324
157.50.98.160,157.50.99.255,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.50.100.0,157.50.100.255,AS,IN,"Tamil Nadu",Melur,10.0324,78.3393
157.50.101.0,157.50.101.127,AS,IN,"Tamil Nadu",Nagercoil,8.17899,77.4323
157.50.101.128,157.50.103.255,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.50.104.0,157.50.104.255,AS,IN,"Tamil Nadu",Erode,11.3428,77.7274
157.50.105.0,157.50.105.255,AS,IN,"Tamil Nadu",Tirunelveli,8.72742,77.6838
157.50.106.0,157.50.106.255,AS,IN,"Tamil Nadu",Avadi,13.1147,80.1098
157.50.107.0,157.50.107.255,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.50.108.0,157.50.108.255,AS,IN,"Tamil Nadu",Tirukkoyilur,11.9662,79.2026
157.50.109.0,157.50.109.255,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.50.110.0,157.50.110.255,AS,IN,"Tamil Nadu","Gāndhī Nagar",13.0064,80.2542
157.50.111.0,157.50.111.255,AS,IN,"Tamil Nadu",Perūr,10.9752,76.9129
157.50.112.0,157.50.112.255,AS,IN,"Tamil Nadu",Nagercoil,8.17899,77.4323
157.50.113.0,157.50.114.255,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.50.115.0,157.50.115.255,AS,IN,"Tamil Nadu",Gūduvāncheri,12.8452,80.0605
157.50.116.0,157.50.118.255,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.50.119.0,157.50.119.255,AS,IN,"Tamil Nadu",Thoothukudi,8.76735,78.1342
157.50.120.0,157.50.121.127,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.50.121.128,157.50.121.255,AS,IN,"Tamil Nadu",Sivakasi,9.44999,77.798
157.50.122.0,157.50.122.255,AS,IN,"Tamil Nadu",Vengavasal,12.8991,80.169
157.50.123.0,157.50.123.255,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.50.124.0,157.50.124.255,AS,IN,"Tamil Nadu",Injambakkam,12.9162,80.2488
157.50.125.0,157.50.125.255,AS,IN,"Tamil Nadu","George Town",13.0926,80.2801
157.50.126.0,157.50.126.255,AS,IN,"Tamil Nadu",Chetput,13.07,80.2408
157.50.127.0,157.50.127.191,AS,IN,"Tamil Nadu",Melur,10.0324,78.3393
157.50.127.192,157.50.128.255,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.50.129.0,157.50.129.255,AS,IN,"Tamil Nadu","George Town",13.0926,80.2801
157.50.130.0,157.50.133.255,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.50.134.0,157.50.134.255,AS,IN,"Tamil Nadu","Gāndhī Nagar",13.0064,80.2542
157.50.135.0,157.50.135.255,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.50.136.0,157.50.140.255,AS,IN,"Tamil Nadu","George Town",13.0926,80.2801
157.50.141.0,157.50.144.255,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.50.145.0,157.50.145.255,AS,IN,"Tamil Nadu",Wellington,11.3655,76.7844
157.50.146.0,157.50.147.255,AS,IN,"Tamil Nadu","George Town",13.0926,80.2801
157.50.148.0,157.50.148.255,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.50.149.0,157.50.149.255,AS,IN,"Tamil Nadu","George Town",13.0926,80.2801
157.50.150.0,157.50.152.255,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.50.153.0,157.50.155.255,AS,IN,"Tamil Nadu","George Town",13.0926,80.2801
157.50.156.0,157.50.160.255,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.50.161.0,157.50.161.255,AS,IN,"Tamil Nadu","George Town",13.0926,80.2801
157.50.162.0,157.50.164.255,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.50.165.0,157.50.167.255,AS,IN,"Tamil Nadu","George Town",13.0926,80.2801
157.50.168.0,157.50.168.255,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.50.169.0,157.50.171.255,AS,IN,"Tamil Nadu","George Town",13.0926,80.2801
157.50.172.0,157.50.173.255,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.50.174.0,157.50.174.255,AS,IN,"Tamil Nadu","George Town",13.0926,80.2801
157.50.175.0,157.50.175.255,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.50.176.0,157.50.176.255,AS,IN,"Tamil Nadu","George Town",13.0926,80.2801
157.50.177.0,157.50.179.255,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.50.180.0,157.50.180.255,AS,IN,"Tamil Nadu","George Town",13.0926,80.2801
157.50.181.0,157.50.181.255,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.50.182.0,157.50.182.255,AS,IN,"Tamil Nadu","George Town",13.0926,80.2801
157.50.183.0,157.50.185.255,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.50.186.0,157.50.186.255,AS,IN,"Tamil Nadu","George Town",13.0926,80.2801
157.50.187.0,157.50.193.127,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.50.193.128,157.50.193.255,AS,IN,"Tamil Nadu",Periyanayakkanpalaiyam,11.1525,76.9516
157.50.194.0,157.50.194.255,AS,IN,"Tamil Nadu",Coimbatore,11.0056,76.9661
157.50.195.0,157.50.195.127,AS,IN,"Tamil Nadu",Chinnasekkadu,13.1609,80.2573
157.50.195.128,157.50.197.31,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.50.197.32,157.50.197.255,AS,IN,"Tamil Nadu",Palladam,10.9917,77.2863
157.50.198.0,157.50.199.255,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.50.200.0,157.50.200.95,AS,IN,"Tamil Nadu",Periyanayakkanpalaiyam,11.1525,76.9516
157.50.200.96,157.50.201.255,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.50.202.0,157.50.202.223,AS,IN,"Tamil Nadu",Periyanayakkanpalaiyam,11.1525,76.9516
157.50.202.224,157.50.203.255,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.50.204.0,157.50.204.255,AS,IN,"Tamil Nadu",Mettupalayam,11.2997,76.9349
157.50.205.0,157.50.205.255,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.50.206.0,157.50.206.255,AS,IN,"Tamil Nadu",Coimbatore,11.0056,76.9661
157.50.207.0,157.50.208.127,AS,IN,"Tamil Nadu","George Town",13.0926,80.2801
157.50.208.128,157.50.208.255,AS,IN,"Tamil Nadu",Injambakkam,12.9162,80.2488
157.50.209.0,157.50.210.79,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.50.210.80,157.50.210.159,AS,IN,"Tamil Nadu",Dharapuram,10.7383,77.5322
157.50.210.160,157.50.211.255,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.50.212.0,157.50.212.255,AS,IN,"Tamil Nadu",Tirunelveli,8.72742,77.6838
157.50.213.0,157.50.213.255,AS,IN,"Tamil Nadu",Kotagiri,11.4207,76.8604
157.50.214.0,157.50.214.255,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.50.215.0,157.50.215.255,AS,IN,"Tamil Nadu",Singānallūr,10.999,77.0324
157.50.216.0,157.50.216.255,AS,IN,"Tamil Nadu","George Town",13.0926,80.2801
157.50.217.0,157.50.217.255,AS,IN,"Tamil Nadu",Palladam,10.9917,77.2863
157.50.218.0,157.50.218.255,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.50.219.0,157.50.219.255,AS,IN,"Tamil Nadu",Periyanayakkanpalaiyam,11.1525,76.9516
157.50.220.0,157.50.220.255,AS,IN,"Tamil Nadu",Masinigudi,11.5683,76.6409
157.50.221.0,157.50.222.255,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.50.223.0,157.50.223.255,AS,IN,"Tamil Nadu",Mettupalayam,11.2997,76.9349
157.50.224.0,157.50.225.127,AS,IN,"Tamil Nadu",Periyanayakkanpalaiyam,11.1525,76.9516
157.50.225.128,157.50.225.255,AS,IN,"Tamil Nadu","George Town",13.0926,80.2801
157.50.226.0,157.50.226.255,AS,IN,"Tamil Nadu",Periyanayakkanpalaiyam,11.1525,76.9516
157.50.227.0,157.50.228.15,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.50.228.16,157.50.228.255,AS,IN,"Tamil Nadu",Mettupalayam,11.2997,76.9349
157.50.229.0,157.50.231.127,AS,IN,"Tamil Nadu",Periyanayakkanpalaiyam,11.1525,76.9516
157.50.231.128,157.50.231.255,AS,IN,"Tamil Nadu",Chinnasekkadu,13.1609,80.2573
157.50.232.0,157.50.232.255,AS,IN,"Tamil Nadu",Periyanayakkanpalaiyam,11.1525,76.9516
157.50.233.0,157.50.234.63,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.50.234.64,157.50.234.255,AS,IN,"Tamil Nadu",Periyanayakkanpalaiyam,11.1525,76.9516
157.50.235.0,157.50.235.255,AS,IN,"Tamil Nadu",Coimbatore,11.0056,76.9661
157.50.236.0,157.50.236.255,AS,IN,"Tamil Nadu",Kotagiri,11.4207,76.8604
157.50.237.0,157.50.238.255,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.50.239.0,157.50.239.255,AS,IN,"Tamil Nadu",Chinnasekkadu,13.1609,80.2573
157.50.240.0,157.50.240.255,AS,IN,"Tamil Nadu",Sīrkāzhi,11.2373,79.7358
157.50.241.0,157.50.241.255,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.50.242.0,157.50.242.255,AS,IN,"Tamil Nadu",Periyanayakkanpalaiyam,11.1525,76.9516
157.50.243.0,157.50.244.255,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.50.245.0,157.50.245.255,AS,IN,"Tamil Nadu",Mettupalayam,11.2997,76.9349
157.50.246.0,157.50.246.255,AS,IN,"Tamil Nadu",Chetput,13.07,80.2408
157.50.247.0,157.50.247.255,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.50.248.0,157.50.248.255,AS,IN,"Tamil Nadu",Palladam,10.9917,77.2863
157.50.249.0,157.50.250.87,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.50.250.88,157.50.251.63,AS,IN,"Tamil Nadu",Periyanayakkanpalaiyam,11.1525,76.9516
157.50.251.64,157.50.251.255,AS,IN,"Tamil Nadu",Madurai,9.919,78.1195
157.50.252.0,157.50.252.255,AS,IN,"Tamil Nadu",Vellore,12.9184,79.1326
157.50.253.0,157.50.254.63,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.50.254.64,157.50.254.255,AS,IN,"Tamil Nadu",Singānallūr,10.999,77.0324
157.50.255.0,157.50.255.255,AS,IN,"Tamil Nadu",Periyanayakkanpalaiyam,11.1525,76.9516
157.51.0.0,157.51.1.31,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.51.1.32,157.51.1.219,AS,IN,Mizoram,Aizawl,23.7289,92.7179
157.51.1.220,157.51.2.255,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.51.3.0,157.51.3.191,AS,IN,Assam,Bokajān,26.0213,93.7794
157.51.3.192,157.51.5.87,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.51.5.88,157.51.5.239,AS,IN,Assam,Barpathār,26.2871,93.8884
157.51.5.240,157.51.7.31,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.51.7.32,157.51.7.255,AS,IN,Nagaland,Mokokchūng,26.3248,94.5183
157.51.8.0,157.51.8.255,AS,IN,Tripura,Agartala,23.8361,91.2794
157.51.9.0,157.51.10.63,AS,IN,Meghalaya,Shillong,25.5689,91.8831
157.51.10.64,157.51.10.255,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.51.11.0,157.51.11.255,AS,IN,Manipur,Churāchāndpur,24.3335,93.67
157.51.12.0,157.51.12.255,AS,IN,Mizoram,Darlawn,24.0134,92.9244
157.51.13.0,157.51.13.255,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.51.14.0,157.51.14.255,AS,IN,Manipur,Imphal,24.8081,93.9442
157.51.15.0,157.51.15.255,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.51.16.0,157.51.16.255,AS,IN,Manipur,Moirāng,24.4975,93.7779
157.51.17.0,157.51.18.7,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.51.18.8,157.51.18.255,AS,IN,Nagaland,Mokokchūng,26.3248,94.5183
157.51.19.0,157.51.19.239,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.51.19.240,157.51.20.207,AS,IN,Manipur,Churāchāndpur,24.3335,93.67
157.51.20.208,157.51.22.31,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.51.22.32,157.51.22.255,AS,IN,Nagaland,Mokokchūng,26.3248,94.5183
157.51.23.0,157.51.23.191,AS,IN,Nagaland,Kohima,25.6747,94.111
157.51.23.192,157.51.24.255,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.51.25.0,157.51.25.255,AS,IN,Assam,Bokajān,26.0213,93.7794
157.51.26.0,157.51.27.13,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.51.27.14,157.51.27.247,AS,IN,Manipur,Churāchāndpur,24.3335,93.67
157.51.27.248,157.51.28.255,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.51.29.0,157.51.29.255,AS,IN,Assam,Bokajān,26.0213,93.7794
157.51.30.0,157.51.31.59,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.51.31.60,157.51.31.231,AS,IN,"Arunachal Pradesh",Itanagar,27.0869,93.6099
157.51.31.232,157.51.65.255,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.51.66.0,157.51.66.255,AS,IN,"Tamil Nadu",Attur,11.5941,78.6014
157.51.67.0,157.51.67.255,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.51.68.0,157.51.68.255,AS,IN,"Tamil Nadu",Perundurai,11.2756,77.5879
157.51.69.0,157.51.69.191,AS,IN,"Tamil Nadu",Māttūr,11.3215,79.2025
157.51.69.192,157.51.70.255,AS,IN,"Tamil Nadu",Chetput,13.07,80.2408
157.51.71.0,157.51.71.143,AS,IN,"Tamil Nadu",Thiruthani,13.1759,79.6164
157.51.71.144,157.51.72.255,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.51.73.0,157.51.73.255,AS,IN,"Tamil Nadu",Erode,11.3428,77.7274
157.51.74.0,157.51.74.255,AS,IN,"Tamil Nadu",Chetput,13.07,80.2408
157.51.75.0,157.51.75.127,AS,IN,"Tamil Nadu",Madurai,9.919,78.1195
157.51.75.128,157.51.77.31,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.51.77.32,157.51.77.255,AS,IN,"Tamil Nadu",Melur,10.0324,78.3393
157.51.78.0,157.51.78.255,AS,IN,"Tamil Nadu",Māllūr,11.5442,78.1408
157.51.79.0,157.51.80.127,AS,IN,"Tamil Nadu",Chetput,13.07,80.2408
157.51.80.128,157.51.80.255,AS,IN,"Tamil Nadu",Kodaikānāl,10.2393,77.4893
157.51.81.0,157.51.81.255,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.51.82.0,157.51.82.255,AS,IN,"Tamil Nadu",Chetput,13.07,80.2408
157.51.83.0,157.51.83.255,AS,IN,"Tamil Nadu",Melur,10.0324,78.3393
157.51.84.0,157.51.84.255,AS,IN,"Tamil Nadu","Gāndhī Nagar",13.0064,80.2542
157.51.85.0,157.51.86.255,AS,IN,"Tamil Nadu",Chetput,13.07,80.2408
157.51.87.0,157.51.87.255,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.51.88.0,157.51.89.31,AS,IN,"Tamil Nadu",Chetput,13.07,80.2408
157.51.89.32,157.51.90.27,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.51.90.28,157.51.90.225,AS,IN,"Tamil Nadu",Pallappatti,10.7206,77.8795
157.51.90.226,157.51.91.255,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.51.92.0,157.51.92.255,AS,IN,"Tamil Nadu","George Town",13.0926,80.2801
157.51.93.0,157.51.93.255,AS,IN,"Tamil Nadu",Madurai,9.919,78.1195
157.51.94.0,157.51.94.255,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.51.95.0,157.51.95.255,AS,IN,"Tamil Nadu",Kattivākkam,13.2167,80.3167
157.51.96.0,157.51.96.255,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.51.97.0,157.51.97.239,AS,IN,"Tamil Nadu",Melur,10.0324,78.3393
157.51.97.240,157.51.99.79,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.51.99.80,157.51.99.255,AS,IN,"Tamil Nadu",Uppiliyapuram,11.2636,78.5139
157.51.100.0,157.51.100.255,AS,IN,"Tamil Nadu",Chetput,13.07,80.2408
157.51.101.0,157.51.101.255,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.51.102.0,157.51.102.255,AS,IN,"Tamil Nadu",Melur,10.0324,78.3393
157.51.103.0,157.51.104.23,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.51.104.24,157.51.104.255,AS,IN,"Tamil Nadu",Chetput,13.07,80.2408
157.51.105.0,157.51.105.255,AS,IN,"Tamil Nadu",Tirunelveli,8.72742,77.6838
157.51.106.0,157.51.107.15,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.51.107.16,157.51.107.255,AS,IN,"Tamil Nadu",Chetput,13.07,80.2408
157.51.108.0,157.51.108.255,AS,IN,"Tamil Nadu",Srivilliputhur,9.51272,77.6337
157.51.109.0,157.51.109.255,AS,IN,"Tamil Nadu",Vellore,12.9184,79.1326
157.51.110.0,157.51.111.255,AS,IN,"Tamil Nadu",Chetput,13.07,80.2408
157.51.112.0,157.51.113.31,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.51.113.32,157.51.113.239,AS,IN,"Tamil Nadu",Ooty,11.4134,76.6952
157.51.113.240,157.51.114.255,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.51.115.0,157.51.116.255,AS,IN,"Tamil Nadu",Chetput,13.07,80.2408
157.51.117.0,157.51.117.255,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.51.118.0,157.51.118.255,AS,IN,"Tamil Nadu",Chinnasekkadu,13.1609,80.2573
157.51.119.0,157.51.119.255,AS,IN,"Tamil Nadu",Chetput,13.07,80.2408
157.51.120.0,157.51.121.31,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.51.121.32,157.51.121.255,AS,IN,"Tamil Nadu",Arcot,12.9057,79.319
157.51.122.0,157.51.122.255,AS,IN,"Tamil Nadu","George Town",13.0926,80.2801
157.51.123.0,157.51.123.255,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.51.124.0,157.51.124.223,AS,IN,"Tamil Nadu",Chetput,13.07,80.2408
157.51.124.224,157.51.125.255,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.51.126.0,157.51.126.159,AS,IN,"Tamil Nadu",Ooty,11.4134,76.6952
157.51.126.160,157.51.127.255,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.51.128.0,157.51.129.31,AS,IN,"Tamil Nadu",Gudiyatham,12.946,78.8738
157.51.129.32,157.51.130.63,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.51.130.64,157.51.130.255,AS,IN,"Tamil Nadu",Vriddhāchalam,11.5183,79.3241
157.51.131.0,157.51.131.255,AS,IN,"Tamil Nadu",Gudiyatham,12.946,78.8738
157.51.132.0,157.51.132.255,AS,IN,"Tamil Nadu","Gāndhī Nagar",13.0064,80.2542
157.51.133.0,157.51.133.255,AS,IN,"Tamil Nadu",Ambur,12.7916,78.7164
157.51.134.0,157.51.134.255,AS,IN,"Tamil Nadu",Turaiyūr,11.1271,78.6569
157.51.135.0,157.51.135.255,AS,IN,"Tamil Nadu","Gāndhī Nagar",13.0064,80.2542
