14.0.0.0,14.0.7.255,AS,CN,Guangdong,Guangzhou,23.1322,113.267
14.141.197.0,14.141.197.255,AS,IN,Gujarat,Ankleshwar,21.5664,73.2205
14.141.198.0,14.141.199.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.141.200.0,14.141.201.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.141.202.0,14.141.203.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.141.204.0,14.141.204.255,AS,IN,Maharashtra,Pune,18.5204,73.8567
14.141.205.0,14.141.205.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.141.206.0,14.141.207.255,AS,IN,Karnataka,Bengaluru,12.9716,77.5946
14.141.208.0,14.141.209.255,AS,IN,Telangana,Hyderabad,17.385,78.4867
14.141.210.0,14.141.211.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.141.212.0,14.141.213.255,AS,IN,"Tamil Nadu",Chennai,13.0524,80.2508
14.141.214.0,14.141.217.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.141.218.0,14.141.219.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.141.220.0,14.141.220.255,AS,IN,Karnataka,Bengaluru,12.9716,77.5946
14.141.221.0,14.141.221.255,AS,IN,"West Bengal",Kolkata,22.5726,88.3639
14.141.222.0,14.141.222.255,AS,IN,Karnataka,Bengaluru,12.9716,77.5946
14.141.223.0,14.141.227.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.141.228.0,14.141.229.255,AS,IN,"West Bengal",Kolkata,22.5726,88.3639
14.141.230.0,14.141.231.255,AS,IN,Karnataka,Bengaluru,12.9716,77.5946
14.141.232.0,14.141.235.255,AS,IN,Maharashtra,Pune,18.5204,73.8567
14.141.236.0,14.141.239.255,AS,IN,"Tamil Nadu",Chennai,13.0524,80.2508
14.141.240.0,14.141.240.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.141.241.0,14.141.241.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.141.242.0,14.141.242.255,AS,IN,"Tamil Nadu",Chennai,13.0524,80.2508
14.141.243.0,14.141.243.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.141.244.0,14.141.245.255,AS,IN,Telangana,Hyderabad,17.385,78.4867
14.141.246.0,14.141.247.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.141.248.0,14.141.251.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.141.252.0,14.141.255.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.142.0.0,14.142.1.255,AS,IN,"Tamil Nadu",Chennai,13.0524,80.2508
14.142.2.0,14.142.3.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.142.4.0,14.142.4.255,AS,IN,Karnataka,Bengaluru,12.9716,77.5946
14.142.5.0,14.142.5.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.142.6.0,14.142.6.255,AS,IN,"Tamil Nadu",Chennai,13.0524,80.2508
14.142.7.0,14.142.7.255,AS,IN,Karnataka,Bengaluru,12.9716,77.5946
14.142.8.0,14.142.9.255,AS,IN,Telangana,Hyderabad,17.385,78.4867
14.142.10.0,14.142.10.255,AS,IN,"West Bengal",Kolkata,22.5726,88.3639
14.142.11.0,14.142.11.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.142.12.0,14.142.12.255,AS,IN,Maharashtra,Pune,18.5204,73.8567
14.142.13.0,14.142.13.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.142.14.0,14.142.14.255,AS,IN,Gujarat,Ahmedabad,23.0225,72.5714
14.142.15.0,14.142.15.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.142.16.0,14.142.16.255,AS,IN,Gujarat,Ahmedabad,23.0225,72.5714
14.142.17.0,14.142.17.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.142.18.0,14.142.18.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.142.19.0,14.142.19.255,AS,IN,Maharashtra,Pune,18.5204,73.8567
14.142.20.0,14.142.20.255,AS,IN,Kerala,Ernākulam,9.98164,76.2999
14.142.21.0,14.142.22.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.142.23.0,14.142.23.255,AS,IN,"Tamil Nadu",Chennai,13.0524,80.2508
14.142.24.0,14.142.24.255,AS,IN,Karnataka,Bengaluru,12.9716,77.5946
14.142.25.0,14.142.26.255,AS,IN,"Tamil Nadu",Chennai,13.0524,80.2508
14.142.27.0,14.142.27.255,AS,IN,Telangana,Hyderabad,17.385,78.4867
14.142.28.0,14.142.31.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.142.32.0,14.142.32.255,AS,IN,Karnataka,Bengaluru,12.9716,77.5946
14.142.33.0,14.142.33.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.142.34.0,14.142.35.255,AS,IN,Karnataka,Bengaluru,12.9716,77.5946
14.142.36.0,14.142.39.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.142.40.0,14.142.41.255,AS,IN,Maharashtra,Pune,18.5204,73.8567
14.142.42.0,14.142.43.255,AS,IN,"West Bengal",Kolkata,22.5726,88.3639
14.142.44.0,14.142.45.255,AS,IN,Telangana,Hyderabad,17.385,78.4867
14.142.46.0,14.142.47.255,AS,IN,"Tamil Nadu",Chennai,13.0524,80.2508
14.142.48.0,14.142.49.255,AS,IN,Gujarat,Ahmedabad,23.0225,72.5714
14.142.50.0,14.142.51.255,AS,IN,Karnataka,Bengaluru,12.9716,77.5946
14.142.52.0,14.142.52.255,AS,IN,Kerala,Ernākulam,9.98164,76.2999
14.142.53.0,14.142.53.255,AS,IN,Kerala,Kalamassery,10.0614,76.3263
14.142.54.0,14.142.55.255,AS,IN,"West Bengal",Kolkata,22.5726,88.3639
14.142.56.0,14.142.59.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.142.60.0,14.142.64.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.142.65.0,14.142.68.255,AS,IN,Maharashtra,Pune,18.5204,73.8567
14.142.69.0,14.142.69.255,AS,IN,"Tamil Nadu",Chennai,13.0524,80.2508
14.142.70.0,14.142.70.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.142.71.0,14.142.71.255,AS,IN,Telangana,Hyderabad,17.385,78.4867
14.142.72.0,14.142.72.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.142.73.0,14.142.73.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.142.74.0,14.142.75.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.142.76.0,14.142.78.255,AS,IN,"Tamil Nadu",Chennai,13.0524,80.2508
14.142.79.0,14.142.80.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.142.81.0,14.142.81.255,AS,IN,Maharashtra,Mumbai,19.076,72.8777
14.142.82.0,14.142.83.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.142.84.0,14.142.85.255,AS,IN,Gujarat,Ahmedabad,23.0225,72.5714
14.142.86.0,14.142.87.255,AS,IN,Karnataka,Bengaluru,12.9716,77.5946
14.142.88.0,14.142.90.255,AS,IN,"Tamil Nadu",Chennai,13.0524,80.2508
14.142.91.0,14.142.91.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.142.92.0,14.142.95.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.142.96.0,14.142.101.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.142.102.0,14.142.104.255,AS,IN,Karnataka,Bengaluru,12.9716,77.5946
14.142.105.0,14.142.105.255,AS,IN,"Tamil Nadu",Chennai,13.0524,80.2508
14.142.106.0,14.142.107.255,AS,IN,Telangana,Hyderabad,17.385,78.4867
14.142.108.0,14.142.111.255,AS,IN,Karnataka,Bengaluru,12.9716,77.5946
14.142.112.0,14.142.115.255,AS,IN,"Tamil Nadu",Chennai,13.0524,80.2508
14.142.116.0,14.142.119.255,AS,IN,Telangana,Hyderabad,17.385,78.4867
14.142.120.0,14.142.123.255,AS,IN,"West Bengal",Kolkata,22.5726,88.3639
14.142.124.0,14.142.127.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.142.128.0,14.142.131.255,AS,IN,Maharashtra,Pune,18.5204,73.8567
14.142.132.0,14.142.137.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.142.138.0,14.142.138.255,AS,IN,Gujarat,Ahmedabad,23.0225,72.5714
14.142.139.0,14.142.139.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.142.140.0,14.142.147.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.142.148.0,14.142.151.255,AS,IN,Karnataka,Bengaluru,12.9716,77.5946
14.142.152.0,14.142.155.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.142.156.0,14.142.157.255,AS,IN,Gujarat,Ahmedabad,23.0225,72.5714
14.142.158.0,14.142.159.255,AS,IN,"Tamil Nadu",Chennai,13.0524,80.2508
14.142.160.0,14.142.161.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.142.162.0,14.142.163.255,AS,IN,"West Bengal",Kolkata,22.5726,88.3639
14.142.164.0,14.142.165.255,AS,IN,Maharashtra,Pune,18.5204,73.8567
14.142.166.0,14.142.167.255,AS,IN,"Tamil Nadu",Chennai,13.0524,80.2508
14.142.168.0,14.142.169.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.142.170.0,14.142.175.255,AS,IN,Karnataka,Bengaluru,12.9716,77.5946
14.142.176.0,14.142.177.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.142.178.0,14.142.179.255,AS,IN,Kerala,Ernākulam,9.98164,76.2999
14.142.180.0,14.142.181.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.142.182.0,14.142.183.255,AS,IN,Karnataka,Bengaluru,12.9716,77.5946
14.142.184.0,14.142.185.255,AS,IN,"Tamil Nadu",Chennai,13.0524,80.2508
14.142.186.0,14.142.187.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.142.188.0,14.142.191.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.142.192.0,14.142.195.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.142.196.0,14.142.199.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.142.200.0,14.142.201.255,AS,IN,Maharashtra,Pune,18.5204,73.8567
14.142.202.0,14.142.203.255,AS,IN,"West Bengal",Kolkata,22.5726,88.3639
14.142.204.0,14.142.207.255,AS,IN,Karnataka,Bengaluru,12.9716,77.5946
14.142.208.0,14.142.211.255,AS,IN,"Tamil Nadu",Chennai,13.0524,80.2508
14.142.212.0,14.142.217.255,AS,IN,Telangana,Hyderabad,17.385,78.4867
14.142.218.0,14.142.223.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.142.224.0,14.142.229.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.142.230.0,14.142.231.255,AS,IN,Gujarat,Ahmedabad,23.0225,72.5714
14.142.232.0,14.142.233.255,AS,IN,Karnataka,Bengaluru,12.9716,77.5946
14.142.234.0,14.142.235.255,AS,IN,"Tamil Nadu",Chennai,13.0524,80.2508
14.142.236.0,14.142.239.255,AS,IN,Maharashtra,Pune,18.5204,73.8567
14.142.240.0,14.142.241.255,AS,IN,"Tamil Nadu",Chennai,13.0524,80.2508
14.142.242.0,14.142.243.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.142.244.0,14.142.245.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.142.246.0,14.142.247.255,AS,IN,Kerala,Ernākulam,9.98164,76.2999
14.142.248.0,14.142.251.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.142.252.0,14.142.255.255,AS,IN,"Tamil Nadu",Chennai,13.0524,80.2508
14.143.0.0,14.143.3.255,AS,IN,Karnataka,Bengaluru,12.9716,77.5946
14.143.4.0,14.143.7.255,AS,IN,"Tamil Nadu",Chennai,13.0524,80.2508
14.143.8.0,14.143.11.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.143.12.0,14.143.15.255,AS,IN,Telangana,Hyderabad,17.385,78.4867
14.143.16.0,14.143.16.255,AS,IN,Gujarat,Ahmedabad,23.0225,72.5714
14.143.17.0,14.143.19.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.143.20.0,14.143.21.255,AS,IN,Karnataka,Bengaluru,12.9716,77.5946
14.143.22.0,14.143.27.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.143.28.0,14.143.29.255,AS,IN,Karnataka,Bengaluru,12.9716,77.5946
14.143.30.0,14.143.30.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.143.31.0,14.143.31.255,AS,IN,"Tamil Nadu",Chennai,13.0524,80.2508
14.143.32.0,14.143.35.255,AS,IN,Karnataka,Bengaluru,12.9716,77.5946
14.143.36.0,14.143.39.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.143.40.0,14.143.43.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.143.44.0,14.143.47.255,AS,IN,Maharashtra,Pune,18.5204,73.8567
14.143.48.0,14.143.49.255,AS,IN,"West Bengal",Kolkata,22.5726,88.3639
14.143.50.0,14.143.51.255,AS,IN,Gujarat,Ahmedabad,23.0225,72.5714
14.143.52.0,14.143.53.255,AS,IN,"West Bengal",Kolkata,22.5726,88.3639
14.143.54.0,14.143.55.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.143.56.0,14.143.57.255,AS,IN,Maharashtra,Pune,18.5204,73.8567
14.143.58.0,14.143.63.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.143.64.0,14.143.67.255,AS,IN,Karnataka,Bengaluru,12.9716,77.5946
14.143.68.0,14.143.71.255,AS,IN,"Tamil Nadu",Chennai,13.0524,80.2508
14.143.72.0,14.143.75.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.143.76.0,14.143.79.255,AS,IN,Telangana,Hyderabad,17.385,78.4867
14.143.80.0,14.143.83.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.143.84.0,14.143.85.255,AS,IN,"Tamil Nadu",Chennai,13.0524,80.2508
14.143.86.0,14.143.87.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.143.88.0,14.143.91.255,AS,IN,Gujarat,Ahmedabad,23.0225,72.5714
14.143.92.0,14.143.95.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.143.96.0,14.143.99.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.143.100.0,14.143.103.255,AS,IN,Maharashtra,Pune,18.5204,73.8567
14.143.104.0,14.143.107.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.143.108.0,14.143.109.255,AS,IN,Karnataka,Bengaluru,12.9716,77.5946
14.143.110.0,14.143.111.255,AS,IN,Telangana,Hyderabad,17.385,78.4867
14.143.112.0,14.143.113.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.143.114.0,14.143.114.255,AS,IN,"West Bengal",Kolkata,22.5726,88.3639
14.143.115.0,14.143.117.255,AS,IN,Karnataka,Bengaluru,12.9716,77.5946
14.143.118.0,14.143.119.255,AS,IN,"Tamil Nadu",Chennai,13.0524,80.2508
14.143.120.0,14.143.121.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.143.122.0,14.143.123.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.143.124.0,14.143.127.255,AS,IN,Karnataka,Bengaluru,12.9716,77.5946
14.143.128.0,14.143.131.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.143.132.0,14.143.133.255,AS,IN,Karnataka,Bengaluru,12.9716,77.5946
14.143.134.0,14.143.135.255,AS,IN,Telangana,Hyderabad,17.385,78.4867
14.143.136.0,14.143.137.255,AS,IN,Maharashtra,Pune,18.5204,73.8567
14.143.138.0,14.143.138.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.143.139.0,14.143.143.255,AS,IN,"Tamil Nadu",Chennai,13.0524,80.2508
14.143.144.0,14.143.147.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.143.148.0,14.143.149.255,AS,IN,Kerala,Ernākulam,9.98164,76.2999
14.143.150.0,14.143.151.255,AS,IN,"West Bengal",Kolkata,22.5726,88.3639
14.143.152.0,14.143.152.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.143.153.0,14.143.153.255,AS,IN,"Tamil Nadu",Chennai,13.0524,80.2508
14.143.154.0,14.143.154.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.143.155.0,14.143.155.255,AS,IN,"Tamil Nadu",Chennai,13.0524,80.2508
14.143.156.0,14.143.156.255,AS,IN,Karnataka,Bengaluru,12.9716,77.5946
14.143.157.0,14.143.157.255,AS,IN,"Tamil Nadu",Chennai,13.0524,80.2508
14.143.158.0,14.143.158.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.143.159.0,14.143.159.255,AS,IN,Haryana,Gurgaon,28.4601,77.0264
14.143.160.0,14.143.163.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.143.164.0,14.143.169.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.143.170.0,14.143.171.255,AS,IN,Maharashtra,Pune,18.5204,73.8567
14.143.172.0,14.143.172.255,AS,IN,"West Bengal",Kolkata,22.5726,88.3639
14.143.173.0,14.143.173.255,AS,IN,Telangana,Serilingampalle,17.4931,78.302
14.143.174.0,14.143.175.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.143.176.0,14.143.179.255,AS,IN,Karnataka,Bengaluru,12.9716,77.5946
14.143.180.0,14.143.183.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.143.184.0,14.143.187.255,AS,IN,Telangana,Hyderabad,17.385,78.4867
14.143.188.0,14.143.189.255,AS,IN,Gujarat,Ahmedabad,23.0225,72.5714
14.143.190.0,14.143.191.255,AS,IN,"West Bengal",Kolkata,22.5726,88.3639
14.143.192.0,14.143.195.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.143.196.0,14.143.199.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.143.200.0,14.143.203.255,AS,IN,Maharashtra,Pune,18.5204,73.8567
14.143.204.0,14.143.204.255,AS,IN,Karnataka,Bengaluru,12.9716,77.5946
14.143.205.0,14.143.207.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.143.208.0,14.143.209.255,AS,IN,"Tamil Nadu",Chennai,13.0524,80.2508
14.143.210.0,14.143.210.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.143.211.0,14.143.213.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.143.214.0,14.143.215.255,AS,IN,"Tamil Nadu",Chennai,13.0524,80.2508
14.143.216.0,14.143.218.255,AS,IN,Karnataka,Bengaluru,12.9716,77.5946
14.143.219.0,14.143.223.255,AS,IN,"Tamil Nadu",Chennai,13.0524,80.2508
14.143.224.0,14.143.227.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.143.228.0,14.143.228.255,AS,IN,"Tamil Nadu",Chennai,13.0524,80.2508
14.143.229.0,14.143.230.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.143.231.0,14.143.231.255,AS,IN,"Tamil Nadu",Chennai,13.0524,80.2508
14.143.232.0,14.143.235.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.143.236.0,14.143.239.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.143.240.0,14.143.243.255,AS,IN,Maharashtra,Pune,18.5204,73.8567
14.143.244.0,14.143.246.255,AS,IN,Karnataka,Bengaluru,12.9716,77.5946
14.143.247.0,14.143.247.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.143.248.0,14.143.251.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.143.252.0,14.143.253.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.143.254.0,14.143.254.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.143.255.0,14.143.255.255,AS,IN,Maharashtra,Pune,18.5204,73.8567
14.144.0.0,14.145.213.255,AS,CN,Guangdong,Guangzhou,23.1322,113.267
14.145.214.0,14.145.214.255,AS,CN,Guangdong,Shenzhen,22.5431,114.058
14.145.215.0,14.146.127.255,AS,CN,Guangdong,Guangzhou,23.1322,113.267
14.146.128.0,14.146.128.255,AS,CN,Guangdong,Shiling,23.4564,113.152
14.146.129.0,14.149.245.255,AS,CN,Guangdong,Guangzhou,23.1322,113.267
14.149.246.0,14.149.246.255,AS,CN,Guangdong,Shenzhen,22.5431,114.058
14.149.247.0,14.153.159.255,AS,CN,Guangdong,Guangzhou,23.1322,113.267
14.153.160.0,14.153.160.255,AS,CN,Guangdong,Shenzhen,22.5431,114.058
14.153.161.0,14.153.201.255,AS,CN,Guangdong,Guangzhou,23.1322,113.267
14.153.202.0,14.153.202.255,AS,CN,Guangdong,Henggang,22.6489,114.196
14.153.203.0,14.155.153.255,AS,CN,Guangdong,Guangzhou,23.1322,113.267
14.155.154.0,14.155.154.255,AS,CN,Guangdong,Liantang,22.5667,114.169
14.155.155.0,14.156.26.255,AS,CN,Guangdong,Guangzhou,23.1322,113.267
14.156.27.0,14.156.27.255,AS,CN,Guangdong,Shilong,23.1144,113.847
14.156.28.0,14.156.43.255,AS,CN,Guangdong,Guangzhou,23.1322,113.267
14.156.44.0,14.156.44.255,AS,CN,Guangdong,Chang’an,22.8065,113.803
14.156.45.0,14.156.49.255,AS,CN,Guangdong,Guangzhou,23.1322,113.267
14.156.50.0,14.156.50.255,AS,CN,Guangdong,changping,22.9769,113.99
14.156.51.0,14.159.255.255,AS,CN,Guangdong,Guangzhou,23.1322,113.267
14.160.0.0,14.160.25.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.160.26.0,14.160.26.255,AS,VN,Hanoi,"Cầu Diễn",21.0393,105.767
14.160.27.0,14.160.63.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.160.64.0,14.160.64.255,AS,VN,Hanoi,"Cầu Giấy",21.0323,105.801
14.160.65.0,14.160.65.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.160.66.0,14.160.66.255,AS,VN,Hanoi,"Cầu Giấy",21.0323,105.801
14.160.67.0,14.160.95.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.160.96.0,14.160.99.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.160.100.0,14.160.100.255,AS,VN,"Bình Dương","Dĩ An",10.9068,106.769
14.160.101.0,14.160.110.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.160.111.0,14.160.111.255,AS,VN,"Kiến Giang","Thứ Mười Một",9.61144,104.947
14.160.112.0,14.160.142.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.160.143.0,14.160.143.255,AS,VN,"Tây Ninh Province","Phú Khương",11.2833,106.133
14.160.144.0,14.160.159.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.160.160.0,14.160.160.255,AS,VN,"Bình Thuận","Phan Thiết",10.9289,108.102
14.160.161.0,14.160.167.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.160.168.0,14.160.168.255,AS,VN,"Bạc Liêu","Thị Trấn Gành Hào",9.03183,105.421
14.160.169.0,14.160.170.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.160.171.0,14.160.171.255,AS,VN,"Bạc Liêu","Thị Trấn Gành Hào",9.03183,105.421
14.160.172.0,14.160.207.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.160.208.0,14.160.208.255,AS,VN,"Kiến Giang","Duong Dong",10.2172,103.959
14.160.209.0,14.160.245.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.160.246.0,14.160.246.255,AS,VN,"Bến Tre","Bến Tre",10.2415,106.376
14.160.247.0,14.160.255.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.161.0.0,14.161.0.127,AS,VN,"Ho Chi Minh","Quận Hai",10.7916,106.749
14.161.0.128,14.161.1.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.161.2.0,14.161.2.255,AS,VN,"Ho Chi Minh","Quận Bảy",10.7118,106.736
14.161.3.0,14.161.4.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.161.5.0,14.161.5.255,AS,VN,"Ho Chi Minh","Ho Chi Minh City",10.8231,106.63
14.161.6.0,14.161.6.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.161.7.0,14.161.7.255,AS,VN,"Ho Chi Minh","Quận Tân Phú",10.7838,106.637
14.161.8.0,14.161.8.255,AS,VN,"Ho Chi Minh","Quận Một",10.7807,106.699
14.161.9.0,14.161.10.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.161.11.0,14.161.11.255,AS,VN,"Ho Chi Minh","Quận Một",10.7807,106.699
14.161.12.0,14.161.12.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.161.13.0,14.161.13.255,AS,VN,"Ho Chi Minh","Quận Bình Thạnh",10.8033,106.697
14.161.14.0,14.161.14.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.161.15.0,14.161.15.255,AS,VN,"Ho Chi Minh","Quận Một",10.7807,106.699
14.161.16.0,14.161.20.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.161.21.0,14.161.21.255,AS,VN,"Ho Chi Minh","Quận Một",10.7807,106.699
14.161.22.0,14.161.26.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.161.27.0,14.161.27.255,AS,VN,"Ho Chi Minh","Quận Mười Một",10.7638,106.644
14.161.28.0,14.161.28.255,AS,VN,"Ho Chi Minh","Quận Một",10.7807,106.699
14.161.29.0,14.161.31.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.161.32.0,14.161.32.255,AS,VN,"Ho Chi Minh","Quận Phú Nhuận",10.7948,106.676
14.161.33.0,14.161.37.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.161.38.0,14.161.38.255,AS,VN,"Ho Chi Minh","Ho Chi Minh City",10.823,106.63
14.161.39.0,14.161.40.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.161.41.0,14.161.41.255,AS,VN,"Ho Chi Minh","Ho Chi Minh City",10.823,106.63
14.161.42.0,14.161.42.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.161.43.0,14.161.43.255,AS,VN,"Ho Chi Minh","Quận Mười Một",10.7638,106.644
14.161.44.0,14.161.47.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.161.48.0,14.161.48.255,AS,VN,"Ho Chi Minh","Ho Chi Minh City",10.8231,106.63
14.161.49.0,14.161.49.255,AS,VN,"Ho Chi Minh","Ho Chi Minh City",10.823,106.63
